event_date,event_type,description,source,created_at
2025-11-21T09:30:15Z,policy_or_corporate,Water production on exoplanets revealed by pressure experiments,Spaceflight News API,2025-12-23T12:10:13.972728
2025-11-21T09:30:15Z,launch,Radiation hardened circuit platform expands space electronics development,Spaceflight News API,2025-12-23T12:10:13.972752
2025-11-21T09:30:15Z,policy_or_corporate,NASA backs dust tolerant wireless power links for Moon and Mars vehicles,Spaceflight News API,2025-12-23T12:10:13.972780
2025-11-21T09:30:15Z,launch,New satellites boost China's orbital technology capabilities,Spaceflight News API,2025-12-23T12:10:13.972801
2025-11-21T09:30:15Z,other,A new angle of study for unveiling black hole secrets,Spaceflight News API,2025-12-23T12:10:13.972831
2025-11-21T09:30:15Z,satellite_deployment,How small satellites can help the US win the space race,Spaceflight News API,2025-12-23T12:10:13.972856
2025-11-21T09:30:15Z,other,Cassini study reveals organic compounds from Enceladus ocean plume,Spaceflight News API,2025-12-23T12:10:13.972887
2025-11-21T09:30:15Z,satellite_deployment,How smarter satellite teamwork can speed up connections in space,Spaceflight News API,2025-12-23T12:10:13.972910
2025-11-21T09:30:15Z,launch,Next-generation satellites from Spire Global prepared for SpaceX Falcon 9 Twilight mission,Spaceflight News API,2025-12-23T12:10:13.972931
2025-11-21T09:22:45Z,launch,ESA to Build €20 Million Human and Robotic Exploration Hub in Germany,Spaceflight News API,2025-12-23T12:10:13.972956
2025-11-21T09:00:00Z,other,Finding star clusters in the Lost Galaxy,Spaceflight News API,2025-12-23T12:10:13.972975
2025-11-21T09:00:00Z,other,Earth from Space: The Danakil Depression,Spaceflight News API,2025-12-23T12:10:13.972993
2025-11-21T08:05:00Z,launch,Marking one year until BepiColombo reaches Mercury,Spaceflight News API,2025-12-23T12:10:13.973015
2025-11-21T08:00:00Z,policy_or_corporate,The epic adventures of BepiColombo - Part 2: It’s a long way to Mercury,Spaceflight News API,2025-12-23T12:10:13.973039
2025-11-21T07:18:46Z,other,Janus Henderson invests in Starlab Space,Spaceflight News API,2025-12-23T12:10:13.973063
2025-11-21T02:37:50Z,policy_or_corporate,Saltzman: Aquisition Reform is a “Generational Opportunity”,Spaceflight News API,2025-12-23T12:10:13.973087
2025-11-20T23:13:48Z,policy_or_corporate,Europa Clipper Captures Uranus With Star Tracker Camera,Spaceflight News API,2025-12-23T12:10:13.973115
2025-11-20T23:04:21Z,launch,Blue Origin announces New Glenn upgrade plans,Spaceflight News API,2025-12-23T12:10:13.973133
2025-11-20T22:43:03Z,launch,Live coverage: Falcon 9 Starlink mission marks 100th launch of the year from Florida’s Space Coast,Spaceflight News API,2025-12-23T12:10:13.973152
2025-11-20T22:12:56Z,launch,NASA’s Quesst Mission Marks X-59’s Historic First Flight,Spaceflight News API,2025-12-23T12:10:13.973174
2025-11-20T22:09:24Z,launch,China prepares to launch uncrewed Shenzhou as maiden launches slip for commercial launch providers,Spaceflight News API,2025-12-23T12:10:13.973194
2025-11-20T21:16:20Z,launch,NASA’s Scott Tingle to Serve as Agency’s Chief Astronaut,Spaceflight News API,2025-12-23T12:10:13.973216
2025-11-20T20:46:58Z,launch,Electron launches confidential commercial satellite,Spaceflight News API,2025-12-23T12:10:13.973234
2025-11-20T20:06:50Z,other,"NASA Celebrates Five Years of Artemis Accords, Welcomes 3 New Nations",Spaceflight News API,2025-12-23T12:10:13.973264
2025-11-20T19:34:00Z,launch,NASA Sets Coverage for Crew Launch to Join Station Expedition,Spaceflight News API,2025-12-23T12:10:13.973285
2025-11-20T19:31:11Z,other,What’s Up: November 2025 Skywatching Tips from NASA,Spaceflight News API,2025-12-23T12:10:13.973314
2025-11-20T18:06:41Z,launch,Blue Origin says it’s just getting started with the New Glenn rocket,Spaceflight News API,2025-12-23T12:10:13.973333
2025-11-20T17:51:01Z,other,NASA Fuels Discovery from Earth to Sky: One Crayon at a Time,Spaceflight News API,2025-12-23T12:10:13.973362
2025-11-20T17:24:25Z,launch,NASA Progresses Toward Artemis II Moon Mission,Spaceflight News API,2025-12-23T12:10:13.973383
2025-11-20T17:22:11Z,policy_or_corporate,Space Force roadmap set to define what the service needs and why,Spaceflight News API,2025-12-23T12:10:13.973409
2025-11-20T17:18:56Z,launch,NASA’s Quesst Mission Marks X-59’s Historic First Flight,Spaceflight News API,2025-12-23T12:10:13.973430
2025-11-20T17:18:31Z,launch,"NASA, Aerospace Corporation Study Sharpens Focus on Ammonia Emissions",Spaceflight News API,2025-12-23T12:10:13.973453
2025-11-20T17:02:18Z,launch,Blue Origin announce upgrades to New Glenn ahead of Flight 3,Spaceflight News API,2025-12-23T12:10:13.973473
2025-11-20T16:56:12Z,launch,Atlas V delivers ViaSat-3 F2,Spaceflight News API,2025-12-23T12:10:13.973490
2025-11-20T16:42:53Z,launch,X-59 First Flight Media Resources,Spaceflight News API,2025-12-23T12:10:13.973512
2025-11-20T16:05:44Z,launch,I Am Artemis: Ethan Jacobs,Spaceflight News API,2025-12-23T12:10:13.973534
2025-11-20T15:38:03Z,policy_or_corporate,New Citizen Science Proposals Funded in 2025,Spaceflight News API,2025-12-23T12:10:13.973561
2025-11-20T15:10:22Z,satellite_deployment,NASA’s TESS Spacecraft Triples Size of Pleiades Star Cluster,Spaceflight News API,2025-12-23T12:10:13.973585
2025-11-20T15:00:00Z,other,NASA’s Roman Could Bring New Waves of Information on Galaxy’s Stars,Spaceflight News API,2025-12-23T12:10:13.973616
2025-11-20T15:00:00Z,launch,NASA Stennis Engineer Follows Family Footsteps into NASA’s Artemis Era,Spaceflight News API,2025-12-23T12:10:13.973637
2025-11-20T14:00:00Z,other,The ultimate backup: why humanity needs a lunar seed vault — now,Spaceflight News API,2025-12-23T12:10:13.973667
2025-11-20T14:00:00Z,policy_or_corporate,Voyager Technologies acquires Estes Energetics,Spaceflight News API,2025-12-23T12:10:13.973690
2025-11-20T13:46:52Z,launch,The Exploration Company Acquires German Additive Manufacturing Company,Spaceflight News API,2025-12-23T12:10:13.973715
2025-11-20T13:05:00Z,policy_or_corporate,ESA awards excellent suppliers,Spaceflight News API,2025-12-23T12:10:13.973737
2025-11-20T13:00:00Z,launch,Smile approved for launch in spring 2026,Spaceflight News API,2025-12-23T12:10:13.973755
2025-11-20T11:50:07Z,other,Reimagining space stations for the commercial age,Spaceflight News API,2025-12-23T12:10:13.973782
2025-11-20T11:23:46Z,satellite_deployment,Redesigned satellite battery set to advance LEO power systems,Spaceflight News API,2025-12-23T12:10:13.973806
2025-11-20T11:23:46Z,launch,Frontgrade unveils SADA-10 drive to increase efficiency for LEO and MEO satellites,Spaceflight News API,2025-12-23T12:10:13.973828
2025-11-20T11:23:46Z,other,Faraday Effect Reveals Magnetic Role of Light in New Study,Spaceflight News API,2025-12-23T12:10:13.973860
2025-11-20T11:23:46Z,other,Astrophysics study sets new bounds on speed of light across photon energies,Spaceflight News API,2025-12-23T12:10:13.973889
2025-11-20T11:23:46Z,satellite_deployment,Orbital cloud project to combine solar powered AI compute and satellite network in low Earth orbit,Spaceflight News API,2025-12-23T12:10:13.973913
2025-11-20T10:30:00Z,policy_or_corporate,ESA’s Argonaut press conference,Spaceflight News API,2025-12-23T12:10:13.973937
2025-11-20T10:00:00Z,policy_or_corporate,Argonaut lunar lander family grows,Spaceflight News API,2025-12-23T12:10:13.973963
2025-11-20T09:48:51Z,policy_or_corporate,Industry expects Germany to increase ESA contributions,Spaceflight News API,2025-12-23T12:10:13.973988
2025-11-20T09:31:00Z,launch,Galileo to take its first flight on Ariane 6 on 17 December,Spaceflight News API,2025-12-23T12:10:13.974009
2025-11-20T08:45:00Z,policy_or_corporate,40 000 near-Earth asteroids discovered!,Spaceflight News API,2025-12-23T12:10:13.974037
2025-11-20T07:41:10Z,launch,SpaceForest Announces Launch Date for PERUN Return-to-Flight Mission,Spaceflight News API,2025-12-23T12:10:13.974058
2025-11-20T04:47:38Z,launch,Preparing pads for SpaceX’s future Starship cadence,Spaceflight News API,2025-12-23T12:10:13.974079
2025-11-20T03:56:04Z,ground_infrastructure,SSC introduces streamlined ground station service,Spaceflight News API,2025-12-23T12:10:13.974099
2025-11-19T22:52:52Z,other,Celebrating 25 Years of Humanity in Space,Spaceflight News API,2025-12-23T12:10:13.974131
2025-11-19T22:08:10Z,launch,"NASA’s X-59 Completes First Flight, Prepares for More Flight Testing",Spaceflight News API,2025-12-23T12:10:13.974153
2025-11-19T21:15:09Z,policy_or_corporate,SARP 2025 Closeout,Spaceflight News API,2025-12-23T12:10:13.974181
2025-11-19T21:14:40Z,launch,SARP East 2025 Atmospheric Chemistry Group,Spaceflight News API,2025-12-23T12:10:13.974204
2025-11-19T21:14:18Z,other,SARP East 2025 Terrestrial Fluxes Group,Spaceflight News API,2025-12-23T12:10:13.974234
2025-11-19T21:13:57Z,other,SARP East 2025 Oceans Group,Spaceflight News API,2025-12-23T12:10:13.974262
2025-11-19T21:13:43Z,other,SARP West 2025 Aerosols Group,Spaceflight News API,2025-12-23T12:10:13.974292
2025-11-19T21:13:15Z,other,SARP West 2025 Land Group,Spaceflight News API,2025-12-23T12:10:13.974322
2025-11-19T21:13:06Z,other,SARP West 2025 Oceans Group,Spaceflight News API,2025-12-23T12:10:13.974351
2025-11-19T21:12:57Z,other,SARP West 2025 Whole Air Sampling Group,Spaceflight News API,2025-12-23T12:10:13.974379
2025-11-19T21:11:29Z,other,SARP East 2025 Ecohydrology Group,Spaceflight News API,2025-12-23T12:10:13.974409
2025-11-19T20:56:57Z,other,NASA’s Mars Spacecraft Capture Images of Comet 3I/ATLAS,Spaceflight News API,2025-12-23T12:10:13.974436
2025-11-19T20:15:26Z,other,View Interstellar Comet 3I/ATLAS Through NASA’s Multiple Lenses,Spaceflight News API,2025-12-23T12:10:13.974465
2025-11-19T18:28:10Z,launch,"Italian-Dutch space company Revolv Space launches new, larger solar array drive assembly",Spaceflight News API,2025-12-23T12:10:13.974487
2025-11-19T16:29:19Z,launch,NASA Cassini Study Finds Organics ‘Fresh’ From Ocean of Enceladus,Spaceflight News API,2025-12-23T12:10:13.974509
2025-11-19T16:02:00Z,other,"Webb First to Show 4 Dust Shells ‘Spiraling’ Apep, Limits Long Orbit",Spaceflight News API,2025-12-23T12:10:13.974536
2025-11-19T16:00:00Z,security_event,Kymeta and iRocket working on multi-orbit Golden Dome interceptor connectivity,Spaceflight News API,2025-12-23T12:10:13.974554
2025-11-19T15:30:00Z,satellite_deployment,ESA Navigation at 2025 Ministerial Council,Spaceflight News API,2025-12-23T12:10:13.974579
2025-11-19T15:18:38Z,satellite_deployment,OQ Technology demos European emergency smartphone alert from space,Spaceflight News API,2025-12-23T12:10:13.974601
2025-11-19T14:38:45Z,launch,Experience the Launch of Artemis II,Spaceflight News API,2025-12-23T12:10:13.974621
2025-11-19T14:30:04Z,launch,Katalyst selects Pegasus to launch Swift reboost mission,Spaceflight News API,2025-12-23T12:10:13.974640
2025-11-19T14:22:54Z,satellite_deployment,Redwire lands $44 million DARPA award to build air-breathing satellite,Spaceflight News API,2025-12-23T12:10:13.974661
2025-11-19T14:00:00Z,other,‘Department of War’ Executive Order should prioritize readiness against space stalkers,Spaceflight News API,2025-12-23T12:10:13.974694
2025-11-19T14:00:00Z,satellite_deployment,Quindar raises $18 million to scale satellite operations software,Spaceflight News API,2025-12-23T12:10:13.974714
2025-11-19T13:00:00Z,other,"Galileo, advancing toward the future",Spaceflight News API,2025-12-23T12:10:13.974736
2025-11-19T11:50:26Z,policy_or_corporate,Senate Commerce Committee schedules hearing on Isaacman renomination,Spaceflight News API,2025-12-23T12:10:13.974762
2025-11-19T11:00:00Z,launch,"Station Nation: Meet Alyssa Yockey, Neutral Buoyancy Laboratory Flight Lead",Spaceflight News API,2025-12-23T12:10:13.974784
2025-11-19T09:37:04Z,launch,Canada Commits $528.5 Million to European Space Agency Programmes,Spaceflight News API,2025-12-23T12:10:13.974809
2025-11-19T07:16:16Z,other,Gravitational wave detectors complete two year campaign with record signal count,Spaceflight News API,2025-12-23T12:10:13.974838
2025-11-19T07:16:16Z,security_event,New Laboratory Showcases Advanced Satcom Capabilities for Australian Defence Force,Spaceflight News API,2025-12-23T12:10:13.974856
2025-11-19T07:16:16Z,other,Ancient 'animal GPS system' identified in magnetic fossils,Spaceflight News API,2025-12-23T12:10:13.974884
2025-11-19T07:16:16Z,launch,Power grid agreement to supply energy for Loft Orbital satellites,Spaceflight News API,2025-12-23T12:10:13.974906
2025-11-19T07:16:16Z,launch,Machine learning tool distinguishes signs of life from non-living compounds in space samples,Spaceflight News API,2025-12-23T12:10:13.974928
2025-11-19T07:16:16Z,launch,Kepler sets January launch for optical data relay satellites to expand in-orbit connectivity,Spaceflight News API,2025-12-23T12:10:13.974948
2025-11-19T05:20:08Z,policy_or_corporate,U.S. government and companies criticize draft EU Space Act,Spaceflight News API,2025-12-23T12:10:13.974971
2025-11-19T03:37:18Z,launch,European officials stress space autonomy despite lingering dependencies,Spaceflight News API,2025-12-23T12:10:13.974991
2025-11-18T23:35:01Z,launch,Ursa Major secures $100 million in new capital as it leans hard into defense work,Spaceflight News API,2025-12-23T12:10:13.975010
2025-11-18T22:56:57Z,satellite_deployment,Eutelsat approves nearly $1 billion capital boost,Spaceflight News API,2025-12-23T12:10:13.975036
2025-11-18T18:52:24Z,launch,L3Harris testing brand new RS-25 engines for future Artemis launches,Spaceflight News API,2025-12-23T12:10:13.975055
2025-11-18T18:45:59Z,policy_or_corporate,"Curiosity Blog, Sols 4716-4722: Drilling Success at Nevado Sajama",Spaceflight News API,2025-12-23T12:10:13.975083
2025-11-18T18:41:54Z,satellite_deployment,"Curiosity Blog, Sols 4709-4715: Drilling High and Low in the Boxwork Unit",Spaceflight News API,2025-12-23T12:10:13.975108
2025-11-18T17:45:46Z,other,NASA Telescopes View Spiral Galaxy,Spaceflight News API,2025-12-23T12:10:13.975135
2025-11-18T17:05:33Z,launch,Live coverage: SpaceX to resume early evening launches after FAA restrictions lifted,Spaceflight News API,2025-12-23T12:10:13.975155
2025-11-18T16:00:00Z,security_event,The next generation of radar needed to detect micro-debris and enable a safer LEO,Spaceflight News API,2025-12-23T12:10:13.975174
2025-11-18T14:00:00Z,other,Avoiding a harmful lunar ‘gold rush’,Spaceflight News API,2025-12-23T12:10:13.975203
2025-11-18T13:09:56Z,launch,ArianeGroup–Avio Deal Outlines Extended Transition of Turbopump Manufacturing to France,Spaceflight News API,2025-12-23T12:10:13.975227
2025-11-18T10:58:00Z,launch,China’s space ambitions hit a new gear,Spaceflight News API,2025-12-23T12:10:13.975247
2025-11-18T10:39:00Z,other,Ministerial Council 2025,Spaceflight News API,2025-12-23T12:10:13.975266
2025-11-18T10:00:00Z,policy_or_corporate,Guiding Artemis: Brian Alpert Turns Lessons Learned Into Lunar Progress,Spaceflight News API,2025-12-23T12:10:13.975294
2025-11-18T10:00:00Z,launch,Dcubed to demonstrate in-space manufacturing of solar arrays,Spaceflight News API,2025-12-23T12:10:13.975314
2025-11-18T10:00:00Z,policy_or_corporate,Novaspace Expands to India — Accelerating the Growth of the Nation’s Space Economy,Spaceflight News API,2025-12-23T12:10:13.975341
2025-11-18T09:00:00Z,other,Up goes Lunar Link,Spaceflight News API,2025-12-23T12:10:13.975363
2025-11-18T09:00:00Z,launch,"Watch: HydroGNSS, IRIDE and Greek mission satellites launch",Spaceflight News API,2025-12-23T12:10:13.975382
2025-11-18T07:03:59Z,launch,US-Based Launch Aggregator Purchases Dedicated Isar Aerospace Flight,Spaceflight News API,2025-12-23T12:10:13.975404
2025-11-18T07:00:00Z,launch,SEOPS buys Spectrum launch from Isar Aerospace,Spaceflight News API,2025-12-23T12:10:13.975423
2025-11-18T06:08:01Z,security_event,"'Splinternets' threat to be avoided, says web address controller",Spaceflight News API,2025-12-23T12:10:13.975440
2025-11-18T06:08:01Z,launch,"6 Things to Know From NASA About New US, European Sea Satellite",Spaceflight News API,2025-12-23T12:10:13.975460
2025-11-18T06:08:01Z,satellite_deployment,Satellites and AI equip policymakers to assess global climate adaptation progress,Spaceflight News API,2025-12-23T12:10:13.975483
2025-11-18T06:08:01Z,security_event,NATO allies ditch Boeing for new surveillance planes,Spaceflight News API,2025-12-23T12:10:13.975502
2025-11-18T06:08:01Z,other,How drones are altering contemporary warfare,Spaceflight News API,2025-12-23T12:10:13.975530
2025-11-18T06:08:01Z,security_event,'The war of tomorrow will begin in space': Macron,Spaceflight News API,2025-12-23T12:10:13.975548
2025-11-18T00:44:32Z,satellite_deployment,York Space Systems files to go public,Spaceflight News API,2025-12-23T12:10:13.975567
2025-11-17T23:22:47Z,launch,Water ice detection campaign prepares lunar robots for Moon mission,Spaceflight News API,2025-12-23T12:10:13.975588
2025-11-17T23:22:47Z,launch,York Space Systems prepares for public offering as satellite deployments and contract wins drive growth,Spaceflight News API,2025-12-23T12:10:13.975608
2025-11-17T23:22:47Z,policy_or_corporate,LHAASO identifies black holes as source of cosmic ray knee phenomenon,Spaceflight News API,2025-12-23T12:10:13.975635
2025-11-17T23:22:47Z,satellite_deployment,Fast Satellite Ground Synchronization Technology Advances Beam Hopping Communications,Spaceflight News API,2025-12-23T12:10:13.975658
2025-11-17T23:22:47Z,satellite_deployment,New radiation-tolerant microcontrollers introduced for satellite constellations,Spaceflight News API,2025-12-23T12:10:13.975682
2025-11-17T23:22:47Z,other,Simulated Milky Way with AI and supercomputing sets star modeling milestone,Spaceflight News API,2025-12-23T12:10:13.975711
2025-11-17T23:22:47Z,launch,Resupply spacecraft prepared for Tiangong station after safe crew return,Spaceflight News API,2025-12-23T12:10:13.975730
2025-11-17T23:22:47Z,launch,Star Catcher achieves milestone for wireless energy delivery to Moon missions,Spaceflight News API,2025-12-23T12:10:13.975754
2025-11-17T23:22:47Z,other,China returns research samples from space station to Earth for study,Spaceflight News API,2025-12-23T12:10:13.975783
2025-11-17T23:22:47Z,launch,Blue Origin's New Glenn Nails First Ocean Booster Landing,Spaceflight News API,2025-12-23T12:10:13.975803
2025-11-17T23:22:47Z,launch,PLD Space expands rocket subsystem testing leadership in Europe,Spaceflight News API,2025-12-23T12:10:13.975822
2025-11-17T21:20:55Z,launch,NASA Invites Media to Attend Crewed Artemis II Moon Mission Launch,Spaceflight News API,2025-12-23T12:10:13.975843
2025-11-17T20:55:34Z,launch,"Launch Roundup: Innospace to debut new rocket, SpaceX to launch five Falcon 9 missions",Spaceflight News API,2025-12-23T12:10:13.975862
2025-11-17T20:32:44Z,launch,Suited Up for Science: NASA ER-2 Pilot Prepares for GEMx Flight,Spaceflight News API,2025-12-23T12:10:13.975885
2025-11-17T20:14:11Z,launch,"NASA to Share Comet 3I/ATLAS Images From Spacecraft, Telescopes",Spaceflight News API,2025-12-23T12:10:13.975907
2025-11-17T19:19:38Z,launch,"After last week’s stunning landing, here’s what comes next for Blue Origin",Spaceflight News API,2025-12-23T12:10:13.975925
2025-11-17T19:15:56Z,launch,Orion: Safeguarding Humanity’s Return to the Moon and the Journey Beyond,Spaceflight News API,2025-12-23T12:10:13.975946
2025-11-17T18:53:26Z,launch,"NASA, Industry Weave Data Fabric with Artificial Intelligence",Spaceflight News API,2025-12-23T12:10:13.975964
2025-11-17T16:04:50Z,launch,New Glenn Aces Second Flight,Spaceflight News API,2025-12-23T12:10:13.975983
2025-11-17T16:00:00Z,satellite_deployment,Leanspace raises €10 million Series A round to bring software-defined satellite operations to enterprise and institutional space programs,Spaceflight News API,2025-12-23T12:10:13.976008
2025-11-17T14:34:13Z,launch,In-Orbit Servicing Startup Infinite Orbits Raises €40 Million in New Funding,Spaceflight News API,2025-12-23T12:10:13.976034
2025-11-17T14:00:00Z,policy_or_corporate,How Golden Dome could make nuclear weapons irrelevant,Spaceflight News API,2025-12-23T12:10:13.976064
2025-11-17T13:45:00Z,other,ESA investigates high-stakes Amazon tipping point,Spaceflight News API,2025-12-23T12:10:13.976090
2025-11-17T10:50:11Z,launch,China to launch Shenzhou-22 spacecraft Nov. 25 to provide lifeboat for astronauts,Spaceflight News API,2025-12-23T12:10:13.976109
2025-11-17T08:49:47Z,launch,FAA ends commercial launch curfew,Spaceflight News API,2025-12-23T12:10:13.976128
2025-11-17T08:10:47Z,launch,Copernicus Sentinel-6B begins mission to advance ocean science,Spaceflight News API,2025-12-23T12:10:13.976148
2025-11-17T08:06:09Z,launch,Falcon 9 launches Sentinel-6B satellite to monitor global sea level,Spaceflight News API,2025-12-23T12:10:13.976167
2025-11-17T08:00:00Z,launch,Sentinel-6B launch highlights,Spaceflight News API,2025-12-23T12:10:13.976186
2025-11-17T07:40:22Z,launch,"NASA, SpaceX Launch US-European Satellite to Monitor Earth’s Oceans",Spaceflight News API,2025-12-23T12:10:13.976207
2025-11-17T07:38:00Z,launch,French Rocket Builder HyPrSpace Secures €21 Million in New Funding,Spaceflight News API,2025-12-23T12:10:13.976229
2025-11-17T07:23:36Z,launch,SpaceX launches joint NASA-European sea level monitor,Spaceflight News API,2025-12-23T12:10:13.976248
2025-11-17T06:56:00Z,launch,Sentinel-6B launched to extend record of sea-level rise,Spaceflight News API,2025-12-23T12:10:13.976267
2025-11-17T06:00:00Z,launch,Sentinel-6B is launched,Spaceflight News API,2025-12-23T12:10:13.976286
2025-11-17T04:28:35Z,policy_or_corporate,Can America Beat China Back to the Moon?,Spaceflight News API,2025-12-23T12:10:13.976315
2025-11-17T01:39:08Z,launch,Colorado Boulder advances research and education in space law and policy,Spaceflight News API,2025-12-23T12:10:13.976334
2025-11-17T01:39:08Z,launch,Quantum timing and sensing partnership set to reshape space infrastructure,Spaceflight News API,2025-12-23T12:10:13.976362
2025-11-17T01:39:08Z,other,ESA's impact featured in key UK space policy report,Spaceflight News API,2025-12-23T12:10:13.976393
2025-11-17T01:39:08Z,policy_or_corporate,Exoplanet map initiative earns NASA support for University of Iowa physicist,Spaceflight News API,2025-12-23T12:10:13.976421
2025-11-17T01:39:08Z,satellite_deployment,"Morphing 3D-printed structures from flat to curved, in space",Spaceflight News API,2025-12-23T12:10:13.976444
2025-11-17T01:39:08Z,launch,Space Systems Command advances New Glenn certification after latest launch,Spaceflight News API,2025-12-23T12:10:13.976464
2025-11-17T00:59:50Z,launch,Live Coverage: SpaceX Falcon 9 to launch international satellite to keep watch on rising sea levels,Spaceflight News API,2025-12-23T12:10:13.976483
2025-11-16T21:54:39Z,policy_or_corporate,OHB raises concerns about planned European space joint venture,Spaceflight News API,2025-12-23T12:10:13.976510
2025-11-16T21:34:06Z,other,"What’s Happening in Space Policy November 16-22, 2025",Spaceflight News API,2025-12-23T12:10:13.976534
2025-11-16T21:03:00Z,launch,Sentinel-6B ocean monitoring satellite to launch aboard Falcon 9,Spaceflight News API,2025-12-23T12:10:13.976553
2025-11-16T09:13:30Z,launch,Dream Chaser completes key tests ahead of first flight,Spaceflight News API,2025-12-23T12:10:13.976582
2025-11-16T02:39:30Z,launch,Record doubleheader: SpaceX launches 2 Falcon 9 rockets from Florida,Spaceflight News API,2025-12-23T12:10:13.976602
2025-11-16T00:02:29Z,launch,"NASA, European Partners Set to Launch Sentinel-6B Earth Satellite",Spaceflight News API,2025-12-23T12:10:13.976623
2025-11-15T09:46:55Z,launch,Open-source clock framework aims to synchronize deep space missions,Spaceflight News API,2025-12-23T12:10:13.976644
2025-11-15T09:46:55Z,other,Haystack scientists study recent geospace storms and light shows,Spaceflight News API,2025-12-23T12:10:13.976672
2025-11-15T09:46:55Z,other,New research with GW230814 upholds Hawking black hole area law,Spaceflight News API,2025-12-23T12:10:13.976700
2025-11-15T09:46:55Z,launch,Chang'e-6 lunar mission finds impact-created hematite and maghemite in SPA Basin samples,Spaceflight News API,2025-12-23T12:10:13.976722
2025-11-15T09:46:55Z,policy_or_corporate,"Reading a quantum clock costs more energy than running it, study finds",Spaceflight News API,2025-12-23T12:10:13.976749
2025-11-15T09:46:55Z,other,ESA pinpoints 3I/ATLAS's path with data from Mars,Spaceflight News API,2025-12-23T12:10:13.976776
2025-11-15T09:46:55Z,launch,Chandrayaan-3 lunar mission achieves key flyby milestones,Spaceflight News API,2025-12-23T12:10:13.976796
2025-11-15T09:46:55Z,other,A galaxy with earliest star signatures found during cosmic noon,Spaceflight News API,2025-12-23T12:10:13.976825
2025-11-15T05:00:03Z,launch,European Spacesuit to be Tested Aboard ISS in 2026,Spaceflight News API,2025-12-23T12:10:13.976857
2025-11-15T01:48:36Z,launch,Blue Origin planning next New Glenn flight for early next year,Spaceflight News API,2025-12-23T12:10:13.976877
2025-11-15T00:13:01Z,launch,"6 Things to Know From NASA About New US, European Sea Satellite",Spaceflight News API,2025-12-23T12:10:13.976898
2025-11-14T23:35:50Z,launch,Live coverage: SpaceX to launch predawn Starlink mission from Cape Canaveral,Spaceflight News API,2025-12-23T12:10:13.976916
2025-11-14T23:17:07Z,launch,Live coverage: SpaceX to launch 29 Starlink satellites on Falcon 9 rocket from NASA’s Kennedy Space Center,Spaceflight News API,2025-12-23T12:10:13.976935
2025-11-14T21:47:22Z,launch,SES adds to GEO’s busiest servicing pipeline with Infinite Orbits contract,Spaceflight News API,2025-12-23T12:10:13.976957
2025-11-14T21:33:30Z,policy_or_corporate,"Maryland Delegation Presses NASA on Goddard Closings, NASA Replies to Lofgren",Spaceflight News API,2025-12-23T12:10:13.976982
2025-11-14T21:33:12Z,launch,"How space weather events effect launches, orbiting spacecraft, and our future in space",Spaceflight News API,2025-12-23T12:10:13.977001
2025-11-14T19:23:05Z,launch,NASA Sets Launch Coverage for International Ocean Tracking Mission,Spaceflight News API,2025-12-23T12:10:13.977022
2025-11-14T17:44:46Z,other,Mapping Dark Matter,Spaceflight News API,2025-12-23T12:10:13.977049
2025-11-14T17:39:19Z,other,NASA Glenn Teams Win 2025 R&D 100 Awards,Spaceflight News API,2025-12-23T12:10:13.977079
2025-11-14T16:02:00Z,other,Two arrangements mark a new step for Ariane 6 and Vega-C exploitation,Spaceflight News API,2025-12-23T12:10:13.977099
2025-11-14T15:00:00Z,other,A solar prominence hovers over the Sun,Spaceflight News API,2025-12-23T12:10:13.977122
2025-11-14T14:15:00Z,other,Week in images: 10-14 November 2025,Spaceflight News API,2025-12-23T12:10:13.977141
2025-11-14T13:22:10Z,other,Chinese Space Station Crew Safely Home After Swapping Capsules,Spaceflight News API,2025-12-23T12:10:13.977166
2025-11-14T12:46:56Z,satellite_deployment,Hubble Studies Star Ages in Colorful Galaxy,Spaceflight News API,2025-12-23T12:10:13.977190
2025-11-14T12:10:01Z,launch,Rocket Report: Blue Origin’s stunning success; vive le Baguette One!,Spaceflight News API,2025-12-23T12:10:13.977209
2025-11-14T11:30:08Z,launch,Maryland congressional delegation seeks information on Goddard facility closures,Spaceflight News API,2025-12-23T12:10:13.977232
2025-11-14T10:57:41Z,launch,Blue Origin launches NASA Mars mission and nails booster landing,Spaceflight News API,2025-12-23T12:10:13.977252
2025-11-14T10:57:41Z,policy_or_corporate,China's Shenzhou-20 astronauts return to Earth after delay,Spaceflight News API,2025-12-23T12:10:13.977280
2025-11-14T10:57:41Z,launch,Atlas 5 rocket launches U.S. communications satellite,Spaceflight News API,2025-12-23T12:10:13.977300
2025-11-14T10:57:41Z,launch,NASA twin spacecraft depart Earth orbit to begin Mars mission,Spaceflight News API,2025-12-23T12:10:13.977321
