id,title,summary,news_site,published_at,updated_at,source
34925,Water Droplet Science,"NASA astronaut Don Pettit demonstrates electrostatic forces using charged water droplets and a knitting needle made of Teflon. This series of overlapping frames from Feb. 19, 2025, displays the unique attraction-repulsion properties of Teflon and charged droplets, similar to how charged particles from the Sun behave when they come in contact with Earth’s magnetic field. […]",NASA,2025-12-19T17:43:10Z,2025-12-19T17:50:06.891111Z,Spaceflight News API
34924,Galileo: the journey of satellites 33 and 34,"On 17 December 2025, two new Galileo satellites lifted off from Europe’s Spaceport in French Guiana. This was the 14th launch for Europe’s satellite navigation operational satellite programme, reinforcing Europe’s resilience and autonomy. The flight, VA266, was the first launch of Galileo satellites on Europe’s newest heavy-lift launcher Ariane 6.",ESA,2025-12-19T16:30:00Z,2025-12-20T08:34:07.775987Z,Spaceflight News API
34923,Post-CM25 industry event online set for 14 January,"On 14 January 2026, the European Space Agency (ESA) will hold an online post-CM25 industry event for all ESA industrial partners.",ESA,2025-12-19T16:05:00Z,2025-12-19T16:20:17.009398Z,Spaceflight News API
34921,Russia is about to do the most Russia thing ever with its next space station,"""Russia, meanwhile, will be left to carry on the legacy of the ISS, with all its problems.""",Arstechnica,2025-12-19T16:04:35Z,2025-12-19T16:10:19.259697Z,Spaceflight News API
34922,ESA Impact 2025 - October-December,ESA Impact 2025 - October-December,ESA,2025-12-19T15:49:00Z,2025-12-19T16:10:52.302131Z,Spaceflight News API
34920,Middle East Space Conference 2026 Returns to Muscat as a Strategic Platform for Regional Growth,"
Paris, December 2025 — The Ministry of Transport, Communications and Information Technology of the Sultanate of Oman (MTCIT) and Novaspace announce the second Edition of the Middle East Space Conference […]
The post Middle East Space Conference 2026 Returns to Muscat as a Strategic Platform for Regional Growth appeared first on SpaceNews.",SpaceNews,2025-12-19T15:37:58Z,2025-12-19T15:40:24.191180Z,Spaceflight News API
34919,Two space startups prove you don’t need to break the bank to rendezvous in space,"""We had to push the envelope a little bit here.""",Arstechnica,2025-12-19T15:02:37Z,2025-12-19T15:10:20.637468Z,Spaceflight News API
34918,Metrics,"Services Catalog Click here to view the FY25 Services Catalog The catalogs provide service description, chargeback rate, unit of measure, and service level indicators for each NSSC service. Service Level Agreement (SLA) Click here to view the Service Level Agreement The SLA provides information about roles, responsibilities, rates, and service level indicators for all NASA […]",NASA,2025-12-19T14:42:45Z,2025-12-19T14:50:34.101332Z,Spaceflight News API
34917,Week in images: 15-19 December 2025,Week in images: 15-19 December 2025,ESA,2025-12-19T14:15:00Z,2025-12-19T14:40:17.130333Z,Spaceflight News API
34915,The hidden backbone of space security: how to keep satellites safe through proper logistics,"
The modern space economy is increasingly powered by dual-use satellites that support both civilian services and national security needs. These assets deliver critical capabilities, from communications to Earth observation, but they also face growing risks. Protecting them, along with the intellectual property they carry, requires an integrated end-to-end approach that connects logistics, compliance and mission […]
The post The hidden backbone of space security: how to keep satellites safe through proper logistics appeared first on SpaceNews.",SpaceNews,2025-12-19T14:00:00Z,2025-12-19T14:02:35.799895Z,Spaceflight News API
34916,Europe’s next solid propellant rocket motor passes review,From the ESA Blogs.,ESA,2025-12-19T13:47:00Z,2025-12-19T15:01:57.239174Z,Spaceflight News API
34914,Astrobotic secures contracts for suborbital vehicle development,"
Astrobotic said Dec. 19 it has won $17.5 million in NASA and military contracts to develop three new reusable suborbital vehicles for technology demonstrations and other applications.
The post Astrobotic secures contracts for suborbital vehicle development appeared first on SpaceNews.",SpaceNews,2025-12-19T12:54:19Z,2025-12-19T13:02:03.044738Z,Spaceflight News API
34913,Hubble Glimpses Galactic Gas Making a Getaway,"A sideways spiral galaxy shines in this NASA/ESA Hubble Space Telescope image. Located about 60 million light-years away in the constellation Virgo (the Maiden), NGC 4388 is a resident of the Virgo galaxy cluster. This enormous cluster of galaxies contains more than a thousand members and is the nearest large galaxy cluster to the Milky […]",NASA,2025-12-19T12:00:00Z,2025-12-19T12:36:31.073847Z,Spaceflight News API
34907,New NASA Sensor Goes Hunting for Critical Minerals,"Pasadena CA (JPL) Dec 09, 2025


Cradled in the nose of a high-altitude research airplane, a new NASA sensor has taken to the skies to help geoscientists map rocks hosting lithium and other critical minerals on Earth's surface some 60,000 feet below. In collaboration with the U.S. Geological Survey (USGS), the flights are part of the largest airborne campaign of its kind in the country's history. 

But that's just one of ma",SpaceDaily,2025-12-19T11:01:57Z,2025-12-19T12:36:23.556665Z,Spaceflight News API
34903,BlackSky accelerates Gen-3 satellite into full commercial service in three weeks,"Los Angeles CA (SPX) Dec 18, 2025


BlackSky Technology Inc. (NYSE: BKSY) has placed its third Gen-3 imaging satellite into commercial service just three weeks after launch, marking a major reduction in commissioning time compared with the company's first Gen-3 unit. The new spacecraft adds further capacity for 35-centimeter-class very high-resolution imagery and AI-enabled analytics for BlackSky customers worldwide. 

""Integr",SpaceDaily,2025-12-19T11:01:57Z,2025-12-19T12:55:18.368001Z,Spaceflight News API
34909,LizzieSat 3 completes bus commissioning for multi mission AI operations,"Cape Canaveral FL (SPX) Dec 11, 2025


Sidus Space has completed bus-level commissioning of its LizzieSat-3 spacecraft, confirming that the satellite's core systems are operational in orbit and ready to support customer missions. LS-3 is part of the company's LizzieSat multi-mission constellation focused on providing space-based data services, integrated sensors, and autonomous on-orbit computing capabilities to government and commer",SpaceDaily,2025-12-19T11:01:57Z,2025-12-19T12:54:58.221202Z,Spaceflight News API
34906,Laser experiment proposed to probe quantum nature of gravity,"Berlin, Germany (SPX) Dec 17, 2025


Researchers at Helmholtz-Zentrum Dresden-Rossendorf have outlined an experiment in which light exchanges discrete packets of energy with gravitational waves, potentially revealing the long-sought quantum properties of gravity. In the proposed scheme, a laser beam interacts with a passing gravitational wave so that the light loses or gains an energy amount corresponding to one or more gravitons,",SpaceDaily,2025-12-19T11:01:57Z,2025-12-19T10:00:13.595339Z,Spaceflight News API
34902,"Trump shifts priority to Moon mission, not Mars","Washington, United States (AFP) Dec 19, 2025


 US President Donald Trump on Thursday confirmed that he wants to send astronauts back to the Moon as soon as possible, putting eventual Mars missions on the back burner. 

In an executive order on his space policy, Trump said he wanted to get Americans to the Moon by 2028, under NASA's Artemis program launched during his first White House term. 

Such a lunar landing would ""assert American l",SpaceDaily,2025-12-19T11:01:57Z,2025-12-19T10:00:13.502943Z,Spaceflight News API
34905,Sentinel 6B begins sea level mapping campaign,"Washington DC (SPX) Dec 17, 2025


Sentinel-6B has begun returning its first ocean measurements, providing initial maps of sea level across a wide area of the U.S. East Coast and the Atlantic Ocean after its November launch. The U.S.-European mission is designed to survey about 90 percent of Earth's oceans using high-precision radar altimetry to track changes in sea surface height that affect coastal communities and marine operat",SpaceDaily,2025-12-19T11:01:57Z,2025-12-19T12:36:18.225949Z,Spaceflight News API
34904,"""Robot, make me a chair"" robot-make-me-a-chair-in-six-prompts","Boston MA (SPX) Dec 17, 2025


Computer-aided design (CAD) systems are tried-and-true tools used to design many of the physical objects we use each day. But CAD software requires extensive expertise to master, and many tools incorporate such a high level of detail they don't lend themselves to brainstorming or rapid prototyping. 

In an effort to make design faster and more accessible for non-experts, researchers from MIT",SpaceDaily,2025-12-19T11:01:57Z,2025-12-19T10:00:13.554028Z,Spaceflight News API
34908,NASA backs CINEMA smallsat fleet to probe Earth magnetotail,"Laurel MD (SPX) Dec 14, 2025


NASA has selected Dartmouth College and the Johns Hopkins Applied Physics Laboratory (APL) in Laurel, Maryland, to begin developing a mission that will shed more light on the growing impacts of space weather. 

The Cross-scale Investigation of Earths Magnetotail and Aurora (CINEMA) mission will unlock the secrets of the energy circulation through Earths magnetotail. The magnetotail is an ext",SpaceDaily,2025-12-19T11:01:57Z,2025-12-19T10:00:13.621651Z,Spaceflight News API
34911,Betelgeuse and the Crab Nebula: Stellar Death and Rebirth,"What happens when a star dies? In 2019, Betelgeuse dimmed in brightness, sparking speculation that it may soon explode as a supernova. While it likely won’t explode quite yet, we can preview its fate by observing the nearby Crab Nebula. Betelgeuse is easy to find as the red-hued shoulder star of Orion. A variable star, […]",NASA,2025-12-19T11:00:00Z,2025-12-19T12:37:18.070787Z,Spaceflight News API
34910,"Introducing ARIEL, a new 250 N thruster",From the ESA Blogs.,ESA,2025-12-19T10:08:00Z,2025-12-19T10:40:13.225779Z,Spaceflight News API
34900,Dwarf stars in a glittering sky,From the ESA Blogs.,ESA,2025-12-19T09:00:00Z,2025-12-19T09:37:56.774853Z,Spaceflight News API
34899,Webb: Dwarf stars in a glittering sky,From the ESA Blogs.,ESA,2025-12-19T09:00:00Z,2025-12-19T09:37:49.674086Z,Spaceflight News API
34901,Earth from Space: Manicouagan crater,From the ESA Blogs.,ESA,2025-12-19T09:00:00Z,2025-12-19T09:20:16.506086Z,Spaceflight News API
34897,ICEYE and Rheinmetall Win €1.7 Billion German Armed Forces Contract,"The German Armed Forces have awarded a €1.7 billion contract to Rheinmetall and ICEYE for the delivery of space-based reconnaissance data through exclusive access to a synthetic aperture radar (SAR) satellite constellation. On 7 November 2025, German technology group Rheinmetall and Finnish satellite manufacturer and Earth observation data provider ICEYE announced a joint venture called […]
The post ICEYE and Rheinmetall Win €1.7 Billion German Armed Forces Contract appeared first on European Spaceflight.",European Spaceflight,2025-12-19T05:00:45Z,2025-12-19T05:10:12.258977Z,Spaceflight News API
